# EDISCSID                    RA        Dec         V1     R1     I1     V2     R2     I2     V3    R3    I3    OBJFLAG1?   OBJFLAG2?   CLASS_STAR1?   CLASS_STAR   wmin   Starflag  
  EDCSNJ1018332-1208121   10.309224   -12.136691   24.858   99.0     24.182   24.881   99.0     24.157   25.037   99.0     24.552   0       0       0.95    0.21    0.0    0         
  EDCSNJ1018332-1209290   10.309217   -12.158065   25.756   99.0     24.22    25.423   99.0     24.2     25.587   99.0     23.997   0       0       0.7     0.02    0.0    0         
  EDCSNJ1018331-1212362   10.309202   -12.210057   20.101   99.0     18.552   19.492   99.0     17.962   19.287   99.0     17.762   3       3       0.03    0.03    0.0    0         
  EDCSNJ1018331-1211364   10.309202   -12.193436   22.899   99.0     21.661   22.198   99.0     21.023   22.008   99.0     20.855   0       0       0.03    0.03    0.0    0         
  EDCSNJ1018331-1210453   10.309199   -12.179244   24.502   99.0     23.263   24.19    99.0     23.078   24.164   99.0     23.256   0       0       0.9     0.65    0.0    0         
  EDCSNJ1018331-1213159   10.309191   -12.221074   26.211   99.0     24.808   25.471   99.0     24.083   24.656   99.0     23.583   0       0       0.41    0.39    0.0    0         
  EDCSNJ1018331-1209110   10.309201   -12.153066   24.306   99.0     23.543   23.806   99.0     23.034   23.698   99.0     22.932   0       0       0.86    0.16    0.0    0         
  EDCSNJ1018331-1213481   10.309181   -12.230026   24.736   99.0     23.302   24.301   99.0     22.702   24.105   99.0     22.469   3       3       0.01    0.01    0.0    0         
  EDCSNJ1018331-1212303   10.309182   -12.208419   22.798   99.0     21.136   22.275   99.0     20.633   22.063   99.0     20.44    3       3       0.03    0.03    0.0    0         
  EDCSNJ1018330-1212438   10.309177   -12.21216    26.218   99.0     25.316   25.966   99.0     24.719   26.437   99.0     24.401   2       2       0.49    0.0     0.0    0         
  EDCSNJ1018330-1212258   10.309174   -12.207164   25.064   99.0     24.005   24.849   99.0     23.785   24.821   99.0     23.646   0       0       0.6     0.06    0.0    0         
  EDCSNJ1018330-1211100   10.309166   -12.186106   25.521   99.0     25.003   25.256   99.0     24.965   25.103   99.0     25.083   0       0       0.4     0.48    0.0    0         
  EDCSNJ1018330-1209257   10.309171   -12.157131   24.697   99.0     21.105   24.624   99.0     20.962   24.461   99.0     20.955   0       0       0.95    0.98    0.0    1         
  EDCSNJ1018330-1214286   10.309154   -12.241267   19.998   99.0     17.541   19.815   99.0     17.343   19.765   99.0     17.271   3       3       0.99    0.92    0.0    0         
  EDCSNJ1018330-1210133   10.309167   -12.170351   26.406   99.0     25.143   27.092   99.0     26.135   27.388   99.0     99.0     0       0       0.44    0.49    0.0    0         
  EDCSNJ1018330-1210300   10.309162   -12.175004   24.945   99.0     24.299   24.638   99.0     23.972   24.745   99.0     24.265   1       1       0.88    0.0     0.0    0         
  EDCSNJ1018330-1212150   10.309156   -12.204161   25.242   99.0     23.684   25.006   99.0     23.308   24.854   99.0     23.337   0       0       0.45    0.14    0.0    0         
  EDCSNJ1018329-1213159   10.309144   -12.22107    25.801   99.0     24.56    25.628   99.0     24.178   25.639   99.0     23.875   0       0       0.63    0.67    0.0    0         
  EDCSNJ1018329-1211563   10.309139   -12.198972   25.254   99.0     24.497   25.053   99.0     24.275   25.001   99.0     24.306   0       0       0.66    0.56    0.0    0         
  EDCSNJ1018329-1208501   10.30915    -12.147261   20.411   99.0     18.195   20.246   99.0     18.023   20.218   99.0     17.99    0       0       0.98    0.99    0.0    0         
  EDCSNJ1018329-1212120   10.309137   -12.20334    24.823   99.0     23.004   24.579   99.0     22.785   24.506   99.0     22.739   0       0       0.66    0.49    0.0    0         
  EDCSNJ1018329-1210107   10.309142   -12.169647   26.061   99.0     25.493   26.754   99.0     99.0     27.048   99.0     99.0     0       0       0.53    0.67    0.0    0         
  EDCSNJ1018329-1210267   10.309136   -12.174087   23.28    99.0     21.791   22.819   99.0     21.318   22.684   99.0     21.171   3       3       0.03    0.03    0.0    0         
  EDCSNJ1018329-1208251   10.309141   -12.140293   24.733   99.0     23.729   24.157   99.0     23.25    24.097   99.0     23.093   3       3       0.71    0.09    0.0    0         
  EDCSNJ1018328-1212181   10.309122   -12.205017   24.005   99.0     23.09    23.723   99.0     22.828   23.632   99.0     22.741   0       0       0.94    0.07    0.0    0         
  EDCSNJ1018329-1209340   10.309129   -12.159447   25.192   99.0     23.477   25.015   99.0     23.214   25.203   99.0     23.053   0       0       0.33    0.23    0.0    0         
  EDCSNJ1018328-1212533   10.309116   -12.214804   20.594   99.0     19.07    19.924   99.0     18.448   19.619   99.0     18.19    0       0       0.03    0.03    0.0    0         
  EDCSNJ1018328-1213454   10.309109   -12.229268   24.032   99.0     22.004   23.757   99.0     21.725   23.678   99.0     21.689   3       3       0.98    0.09    0.0    0         
  EDCSNJ1018328-1209400   10.309114   -12.161102   25.218   99.0     24.423   24.672   99.0     23.87    24.598   99.0     23.727   2       2       0.83    0.11    0.0    0         
  EDCSNJ1018328-1209233   10.309114   -12.156473   24.974   99.0     24.304   24.801   99.0     24.173   24.823   99.0     24.107   0       0       0.7     0.79    0.0    0         
  EDCSNJ1018328-1210027   10.309107   -12.167413   24.577   99.0     23.586   24.37    99.0     23.453   24.214   99.0     23.343   0       0       0.96    0.71    0.0    0         
  EDCSNJ1018328-1211467   10.309098   -12.196315   25.791   99.0     24.604   25.873   99.0     24.602   25.427   99.0     24.309   0       0       0.54    0.55    0.0    0         
  EDCSNJ1018328-1210228   10.309099   -12.173006   25.154   99.0     23.799   24.793   99.0     23.4     24.65    99.0     23.297   1       1       0.45    0.01    0.0    0         
  EDCSNJ1018327-1210302   10.309095   -12.175043   24.304   99.0     23.471   23.336   99.0     22.389   23.101   99.0     21.992   3       3       0.05    0.0     0.0    0         
  EDCSNJ1018327-1209289   10.309096   -12.15802    21.265   99.0     20.63    21.1     99.0     20.464   21.073   99.0     20.446   0       0       0.98    0.98    0.0    0         
  EDCSNJ1018328-1208003   10.309103   -12.133419   26.276   99.0     24.701   26.823   99.0     24.766   27.137   99.0     29.029   0       0       0.4     0.37    0.0    0         
  EDCSNJ1018327-1211209   10.309088   -12.189143   25.938   99.0     24.603   25.992   99.0     24.367   25.915   99.0     24.764   0       0       0.43    0.38    0.0    0         
  EDCSNJ1018327-1213249   10.309077   -12.223595   25.948   99.0     24.68    25.727   99.0     24.704   25.578   99.0     24.408   0       0       0.48    0.67    0.0    0         
  EDCSNJ1018327-1211301   10.30908    -12.191691   23.394   99.0     22.253   23.165   99.0     21.973   23.114   99.0     21.917   0       0       0.98    0.09    0.0    0         
  EDCSNJ1018327-1210588   10.309079   -12.182991   24.391   99.0     23.704   24.259   99.0     23.391   24.228   99.0     23.532   0       0       0.98    0.96    0.0    0         
  EDCSNJ1018326-1214206   10.309066   -12.239062   16.575   99.0     15.869   16.107   99.0     15.012   16.053   99.0     14.866   7       7       0.99    0.85    0.0    0         
  EDCSNJ1018326-1212467   10.309066   -12.212982   24.473   99.0     23.51    23.942   99.0     22.985   23.83    99.0     22.771   0       0       0.01    0.0     0.0    0         
  EDCSNJ1018326-1213456   10.309061   -12.229324   23.337   99.0     21.285   23.012   99.0     20.957   22.94    99.0     20.886   3       3       0.98    0.13    0.0    0         
  EDCSNJ1018326-1213011   10.309058   -12.216968   25.53    99.0     24.555   24.982   99.0     24.164   24.727   99.0     23.869   0       0       0.54    0.24    0.0    0         
  EDCSNJ1018326-1213220   10.309057   -12.22278    25.412   99.0     24.886   25.275   99.0     25.52    25.06    99.0     99.0     0       0       0.86    0.71    0.0    0         
  EDCSNJ1018327-1208099   10.309075   -12.13609    25.59    99.0     24.489   25.239   99.0     24.002   25.027   99.0     24.1     0       0       0.46    0.21    0.0    0         
  EDCSNJ1018326-1211022   10.309057   -12.183957   21.271   99.0     20.061   21.109   99.0     19.895   21.083   99.0     19.866   0       0       0.99    0.99    0.0    0         
  EDCSNJ1018326-1211384   10.309053   -12.194006   23.276   99.0     20.9     23.125   99.0     20.737   23.124   99.0     20.708   0       0       0.98    0.98    0.0    0         
  EDCSNJ1018326-1211499   10.30905    -12.197208   26.315   99.0     25.175   26.487   99.0     24.796   27.263   99.0     24.656   0       0       0.37    0.45    0.0    0         
  EDCSNJ1018326-1213510   10.309043   -12.230843   26.391   99.0     24.236   26.704   99.0     24.235   29.556   99.0     24.283   0       0       0.39    0.45    0.0    0         
  EDCSNJ1018326-1209095   10.309057   -12.152643   26.449   99.0     24.301   26.402   99.0     24.3     27.933   99.0     24.466   0       0       0.4     0.08    0.0    0         
  EDCSNJ1018326-1212360   10.309043   -12.20999    24.966   99.0     23.707   24.786   99.0     23.501   24.644   99.0     23.285   0       0       0.96    0.45    0.0    0         
  EDCSNJ1018326-1208479   10.309048   -12.146648   25.52    99.0     24.654   25.368   99.0     24.13    25.664   99.0     23.826   0       0       0.7     0.0     0.0    0         
  EDCSNJ1018325-1211153   10.309037   -12.187588   24.363   99.0     23.553   24.154   99.0     23.482   24.242   99.0     23.564   0       0       0.97    0.88    0.0    0         
  EDCSNJ1018326-1207565   10.309043   -12.132355   24.644   99.0     23.683   24.456   99.0     23.552   24.351   99.0     23.618   0       0       0.95    0.04    0.0    0         
  EDCSNJ1018325-1213559   10.309021   -12.232196   22.907   99.0     21.762   22.628   99.0     21.482   22.616   99.0     21.484   0       0       0.96    0.03    0.0    0         
  EDCSNJ1018325-1210170   10.309028   -12.171381   27.563   99.0     25.389   28.394   99.0     25.558   99.0     99.0     26.46    0       0       0.36    0.46    0.0    0         
  EDCSNJ1018325-1207499   10.309032   -12.13054    26.903   99.0     24.551   26.132   99.0     24.115   25.888   99.0     23.691   0       0       0.44    0.01    0.0    0         
  EDCSNJ1018324-1213244   10.309001   -12.223446   25.073   99.0     23.97    25.034   99.0     23.903   25.114   99.0     24.066   0       0       0.92    0.12    0.0    0         
  EDCSNJ1018324-1209592   10.30901    -12.166451   26.092   99.0     25.271   26.116   99.0     26.005   25.895   99.0     25.617   0       0       0.44    0.47    0.0    0         
  EDCSNJ1018323-1213442   10.308985   -12.228941   21.574   99.0     20.491   21.313   99.0     20.232   21.262   99.0     20.179   2       2       0.98    0.29    0.0    0         
  EDCSNJ1018324-1210049   10.308995   -12.168023   22.201   99.0     20.587   21.498   99.0     19.902   21.361   99.0     19.752   0       0       0.03    0.03    0.0    0         
  EDCSNJ1018324-1210266   10.308991   -12.174064   18.99    99.0     17.384   18.837   99.0     17.209   18.808   99.0     17.174   2       6       0.99    0.99    0.0    0         
  EDCSNJ1018324-1207454   10.308999   -12.12929    26.282   99.0     24.364   25.567   99.0     23.828   25.131   99.0     23.256   0       0       0.45    0.08    0.0    0         
  EDCSNJ1018324-1208437   10.30899    -12.145477   23.37    99.0     22.093   23.157   99.0     21.919   23.053   99.0     21.859   0       0       0.98    0.98    0.0    0         
  EDCSNJ1018323-1211319   10.308976   -12.192188   26.439   99.0     25.064   26.347   99.0     24.774   26.541   99.0     25.332   0       0       0.5     0.63    0.0    0         
  EDCSNJ1018323-1212181   10.308974   -12.205031   24.464   99.0     23.68    24.265   99.0     23.436   24.308   99.0     23.521   0       0       0.98    0.65    0.0    0         
  EDCSNJ1018323-1211198   10.308972   -12.18884    25.633   99.0     25.064   25.61    99.0     24.839   25.5     99.0     25.275   0       0       0.56    0.61    0.0    0         
  EDCSNJ1018323-1212569   10.308966   -12.215805   22.886   99.0     21.649   22.485   99.0     21.229   22.42    99.0     21.157   0       0       0.06    0.03    0.0    0         
  EDCSNJ1018323-1208192   10.308976   -12.138654   25.679   99.0     24.651   25.362   99.0     24.439   25.317   99.0     25.265   0       0       0.62    0.25    0.0    0         
  EDCSNJ1018323-1207553   10.308978   -12.132026   25.911   99.0     25.054   25.777   99.0     24.568   25.589   99.0     25.958   0       0       0.42    0.52    0.0    0         
  EDCSNJ1018323-1208420   10.308963   -12.145009   25.569   99.0     24.669   25.027   99.0     24.201   24.76    99.0     24.019   1       1       0.53    0.68    0.0    0         
  EDCSNJ1018322-1212318   10.308945   -12.208842   26.145   99.0     24.535   25.906   99.0     24.881   25.918   99.0     25.449   0       0       0.39    0.84    0.0    0         
  EDCSNJ1018322-1213202   10.308943   -12.222289   25.538   99.0     24.169   24.915   99.0     23.676   24.899   99.0     23.579   0       0       0.68    0.1     0.0    0         
  EDCSNJ1018322-1211303   10.308931   -12.191753   24.493   99.0     23.56    24.141   99.0     23.142   24.201   99.0     23.067   0       0       0.37    0.04    0.0    0         
  EDCSNJ1018321-1212288   10.308925   -12.208001   25.846   99.0     24.511   25.857   99.0     24.262   25.776   99.0     24.277   0       0       0.51    0.3     0.0    0         
  EDCSNJ1018322-1209020   10.308937   -12.150559   26.647   99.0     25.068   26.686   99.0     25.939   27.419   99.0     99.0     0       0       0.41    0.64    0.0    0         
  EDCSNJ1018321-1211025   10.308928   -12.184032   26.598   99.0     24.854   26.48    99.0     25.163   26.59    99.0     24.897   0       0       0.46    0.02    0.0    0         
  EDCSNJ1018321-1213411   10.308915   -12.228094   24.744   99.0     24.315   24.414   99.0     24.282   24.169   99.0     24.076   0       0       0.97    0.32    0.0    0         
